TransactionID,UserID,ProductCategory,PaymentMethod,TransactionAmount,ShippingAddressChanged,IsHighRiskCountry,NumPrevTransactions,DeviceType,UsedVPN,SessionDuration,IsFraud
2828,4701,Home,UPI,65.94,No,No,23,Tablet,No,405.39,No
2829,3780,Electronics,Wallet,43.96,No,No,66,Mobile,No,379.38,No
2830,8398,Beauty,Credit Card,38.88,No,No,80,Tablet,No,280.72,No
2831,2588,Clothing,Wallet,115.97,No,No,6,Desktop,No,512.88,No
2832,3368,Clothing,UPI,24.32,No,No,73,Desktop,No,402.98,No
2833,6789,Home,Wallet,123.58,No,No,82,Mobile,Yes,303.74,No
2834,1436,Clothing,UPI,273.4,No,No,23,Tablet,No,322.04,No
2835,3828,Clothing,Wallet,83.29,No,No,8,Mobile,No,254.12,No
2836,2556,Clothing,Wallet,94.53,No,Yes,14,Tablet,No,339.34,No
2837,8570,Clothing,Debit Card,7.14,No,No,55,Mobile,No,359.31,No
2838,8480,Clothing,Credit Card,199.86,No,No,85,Mobile,No,370.26,No
2839,1182,Beauty,Wallet,33.61,No,No,16,Mobile,No,281.93,No
2840,8190,Electronics,Net Banking,95.46,No,No,18,Desktop,No,152.63,No
2841,7687,Sports,Debit Card,386.86,No,No,8,Tablet,No,324.18,No
2842,6565,Clothing,Credit Card,90.51,No,No,63,Tablet,Yes,370.68,No
2843,8241,Sports,Debit Card,128.99,No,No,56,Desktop,No,202.14,No
2844,8651,Sports,Credit Card,58.94,No,No,37,Desktop,No,290.92,No
2845,6575,Beauty,UPI,6.23,No,No,82,Tablet,Yes,434.15,No
2846,2589,Clothing,Wallet,159.75,No,No,7,Tablet,No,179.65,No
2847,9851,Sports,Net Banking,3.56,Yes,No,5,Mobile,No,271.63,No
2848,1159,Clothing,Debit Card,120.62,No,No,48,Mobile,Yes,448.71,No
2849,7555,Home,Debit Card,2.32,No,No,44,Tablet,Yes,315.77,No
2850,9244,Home,Debit Card,198.27,No,No,20,Tablet,No,247.4,No
2851,7846,Home,Debit Card,17.15,No,Yes,92,Mobile,No,299.3,No
2852,3307,Sports,Wallet,72.21,No,Yes,33,Desktop,No,382.59,No
2853,2228,Home,Credit Card,90.92,No,No,11,Tablet,No,279.65,No
2854,8226,Beauty,Wallet,61.17,No,No,38,Tablet,No,359.76,No
2855,6590,Beauty,UPI,41.67,No,No,95,Desktop,No,323.5,No
2856,7919,Sports,Wallet,63.08,No,No,5,Desktop,No,331.71,No
2857,6585,Clothing,Wallet,37.31,No,No,80,Desktop,No,366.15,No
2858,7046,Electronics,UPI,57.65,No,No,31,Tablet,No,270.52,No
2859,5945,Clothing,Wallet,44.46,No,No,59,Tablet,No,205.55,No
2860,8927,Clothing,Credit Card,83.52,No,No,7,Tablet,No,347.44,No
2861,8016,Clothing,Net Banking,27.17,No,No,37,Mobile,Yes,286.76,No
2862,8758,Clothing,UPI,447.91,No,No,92,Desktop,No,255.19,No
2863,6086,Electronics,Debit Card,69.49,No,No,94,Desktop,No,352.64,No
2864,8161,Home,Credit Card,21.59,No,No,18,Mobile,No,427.73,No
2865,2884,Clothing,Net Banking,64.83,No,No,54,Mobile,No,284.54,No
2866,2809,Beauty,Credit Card,201.3,No,No,8,Mobile,No,300.84,No
2867,4167,Sports,Credit Card,2.2,No,No,51,Mobile,No,181.82,No
2868,7352,Sports,Debit Card,113.8,No,No,27,Desktop,No,277.73,No
2869,7056,Beauty,Net Banking,79.4,No,No,61,Mobile,Yes,322.13,No
2870,3437,Clothing,Credit Card,18.58,No,No,47,Mobile,No,297.96,No
2871,7468,Electronics,Debit Card,170.09,No,No,38,Desktop,No,263.78,No
2872,6951,Home,UPI,46.03,No,No,52,Desktop,No,372.58,No
2873,6276,Sports,Debit Card,34.79,No,No,94,Desktop,No,305.8,No
2874,9859,Home,Wallet,176.1,No,No,62,Desktop,No,558.88,No
2875,8818,Electronics,Debit Card,101.76,No,No,18,Tablet,Yes,320.77,No
2876,5728,Sports,Debit Card,228.53,No,No,32,Tablet,No,25.35,No
2877,3624,Home,Debit Card,99.39,No,No,63,Tablet,No,188.8,No
2878,6738,Electronics,Credit Card,135.02,No,No,25,Tablet,No,353.21,No
2879,5232,Home,Net Banking,181.06,No,No,44,Desktop,No,235.67,No
2880,6793,Clothing,Debit Card,5.63,No,No,0,Tablet,No,241.88,No
2881,5523,Electronics,Debit Card,149.63,No,No,74,Mobile,No,176.08,No
2882,6571,Home,Wallet,95.12,Yes,No,65,Mobile,No,252.33,No
2883,3224,Clothing,Wallet,7.2,Yes,No,34,Mobile,No,319.39,No
2884,9389,Clothing,UPI,71.05,No,No,76,Tablet,No,338.58,No
2885,7091,Electronics,UPI,8.61,No,No,97,Tablet,No,198.01,No
2886,9662,Beauty,Wallet,133.16,No,No,97,Mobile,No,380.54,No
2887,7361,Sports,Net Banking,79.08,No,No,98,Tablet,No,180.86,No
2888,2948,Electronics,UPI,306.99,No,No,95,Desktop,No,343.8,No
2889,8094,Clothing,Net Banking,20.23,No,No,44,Tablet,No,333.7,No
2890,7318,Clothing,Wallet,93.15,No,No,75,Mobile,No,206.56,No
2891,4796,Electronics,UPI,23.77,No,No,32,Mobile,No,194.67,No
2892,1234,Beauty,Debit Card,95.21,No,Yes,81,Tablet,No,338.23,No
2893,4607,Sports,Wallet,128.25,No,No,68,Tablet,No,244.01,No
2894,9043,Home,UPI,128.12,No,No,82,Mobile,Yes,280.95,No
2895,1522,Electronics,Net Banking,168.78,No,No,30,Mobile,No,368.73,No
2896,6904,Sports,Net Banking,192.11,No,No,90,Tablet,No,347.91,No
2897,5888,Sports,UPI,8.04,No,No,63,Tablet,No,208.41,No
2898,6832,Clothing,Net Banking,42.05,No,No,14,Mobile,Yes,294.64,No
2899,8122,Home,UPI,116.19,No,No,45,Mobile,No,206.53,No
2900,6842,Electronics,UPI,69.03,No,No,47,Mobile,No,386.99,No
2901,2316,Clothing,Net Banking,21.16,Yes,No,67,Mobile,No,453.65,No
2902,2124,Clothing,Credit Card,80.45,No,No,82,Mobile,No,215.49,No
2903,6621,Beauty,Debit Card,52.33,No,No,84,Mobile,No,296.88,No
2904,6423,Sports,Wallet,49.44,No,No,39,Mobile,No,391.75,No
2905,3587,Electronics,Debit Card,165.94,Yes,No,0,Tablet,No,302.42,No
2906,6672,Electronics,Wallet,52.36,No,No,19,Desktop,No,356.15,No
2907,2378,Electronics,Wallet,2.68,No,No,21,Desktop,No,305.16,No
2908,4374,Clothing,Debit Card,5.98,No,No,53,Tablet,No,194.32,No
2909,2519,Beauty,UPI,193.96,No,No,76,Desktop,No,311.89,No
2910,6777,Home,Net Banking,323.4,No,No,64,Tablet,No,412.73,No
2911,8935,Clothing,Credit Card,116.61,No,No,14,Tablet,No,331.43,No
2912,7093,Home,Credit Card,45.31,No,No,60,Tablet,No,462.37,No
2913,9418,Beauty,Credit Card,279.04,No,No,78,Tablet,No,122.85,No
2914,6355,Sports,Debit Card,108.71,No,Yes,13,Desktop,No,337.9,No
2915,5968,Electronics,Debit Card,186,No,No,68,Tablet,No,235.2,No
2916,6574,Home,UPI,145.18,No,No,48,Mobile,No,212.44,No
2917,5072,Clothing,Credit Card,47.66,No,No,5,Tablet,No,433.44,No
2918,3257,Home,UPI,65.14,No,No,40,Desktop,No,274.5,No
2919,9588,Sports,Credit Card,20.6,No,No,30,Desktop,No,264.85,No
2920,5424,Electronics,Debit Card,34.53,No,No,89,Desktop,No,334.36,No
2921,4237,Home,Net Banking,150.56,No,No,63,Desktop,Yes,84.75,No
2922,4893,Sports,Net Banking,224.41,No,No,88,Mobile,No,435.49,No
2923,3005,Clothing,Net Banking,128.9,No,No,50,Tablet,No,490.44,No
2924,3016,Beauty,Net Banking,62.58,No,Yes,58,Mobile,No,391.51,No
2925,2772,Clothing,Wallet,9.05,No,No,54,Tablet,No,341.2,No
2926,9353,Electronics,Credit Card,5.86,Yes,No,48,Tablet,Yes,278.34,No
2927,4976,Clothing,Net Banking,46.89,No,No,39,Mobile,No,192.48,No
2928,2751,Clothing,Wallet,62.33,No,Yes,14,Mobile,No,419.41,No
2929,9967,Clothing,Wallet,93.94,Yes,No,69,Desktop,No,391.63,No
2930,8430,Clothing,Wallet,0.65,No,No,64,Tablet,No,345.01,No
2931,8170,Electronics,UPI,457.78,No,No,6,Tablet,No,333.36,No
2932,7469,Sports,UPI,45.25,No,No,61,Tablet,No,330.06,No
2933,4220,Home,Wallet,188.45,No,No,53,Tablet,Yes,247.41,No
2934,1539,Beauty,Net Banking,76.56,No,No,51,Tablet,No,550.12,No
2935,2461,Home,Credit Card,13.98,No,No,50,Tablet,No,271.44,No
2936,6184,Home,Debit Card,159.73,No,No,3,Desktop,No,257.33,No
2937,9547,Beauty,UPI,123.73,No,No,0,Tablet,No,412.06,No
2938,1234,Electronics,Net Banking,74.96,No,No,65,Desktop,Yes,297.08,No
2939,2548,Beauty,Net Banking,72.27,No,No,97,Tablet,No,298.1,No
2940,8480,Electronics,Debit Card,9.15,No,No,34,Tablet,No,441.46,No
2941,5213,Home,Debit Card,106.67,No,Yes,76,Mobile,No,367.86,No
2942,2673,Electronics,Net Banking,242.19,No,No,80,Tablet,No,372.94,No
2943,7708,Sports,Debit Card,9.79,No,No,9,Mobile,No,158.23,No
2944,8982,Beauty,Net Banking,30.59,No,No,66,Mobile,No,340.05,No
2945,3100,Sports,Debit Card,232.59,No,No,67,Mobile,No,199.44,No
2946,4748,Home,Debit Card,33.46,No,No,88,Desktop,No,254.5,No
2947,4173,Beauty,Net Banking,106.12,No,No,92,Mobile,Yes,317.56,No
2948,2815,Home,Wallet,76.53,No,No,64,Mobile,No,296.38,No
2949,4841,Sports,Net Banking,90.72,No,No,50,Mobile,No,365.42,No
2950,9016,Home,Credit Card,53.75,No,No,29,Tablet,No,377.07,No
2951,8011,Beauty,Debit Card,35.67,No,No,38,Desktop,No,384.56,No
2952,5493,Beauty,UPI,4.98,No,No,9,Desktop,No,165.58,No
2953,1674,Home,Debit Card,136.37,No,No,92,Desktop,No,536.27,No
2954,9088,Beauty,Credit Card,137.08,No,No,43,Desktop,No,297.54,No
2955,9578,Beauty,UPI,111.09,No,No,31,Tablet,No,421.29,No
2956,3158,Home,UPI,103.18,Yes,No,43,Mobile,No,48.57,No
2957,3661,Sports,Net Banking,27.93,No,No,62,Tablet,No,273.47,No
2958,3064,Beauty,Wallet,2.26,No,No,60,Desktop,No,153.93,No
2959,4253,Beauty,Net Banking,165.4,No,No,64,Tablet,No,213.86,No
2960,5979,Beauty,UPI,67.56,No,No,40,Tablet,No,305.06,No
2961,8703,Beauty,UPI,36.65,Yes,No,80,Desktop,No,266.53,No
2962,9931,Home,Wallet,10.75,No,No,11,Mobile,Yes,431.4,No
2963,2401,Sports,Debit Card,6.48,No,No,1,Tablet,No,476.9,No
2964,4259,Sports,Wallet,42.9,Yes,No,72,Desktop,No,203.32,No
2965,4923,Electronics,Net Banking,163.34,No,No,75,Tablet,No,251.22,No
2966,5214,Beauty,Debit Card,250.99,No,No,59,Tablet,No,196.89,No
2967,4227,Beauty,Net Banking,227.06,No,No,24,Tablet,No,415.59,No
2968,3745,Electronics,Wallet,252.57,No,No,99,Mobile,No,315.9,No
2969,7091,Sports,Debit Card,238.3,No,No,60,Tablet,No,303.23,No
2970,4866,Clothing,Wallet,74.91,No,No,98,Tablet,No,331.25,No
2971,6818,Clothing,Credit Card,24.77,No,No,21,Mobile,No,268.88,No
2972,3222,Sports,UPI,159.97,No,No,96,Tablet,No,214.35,No
2973,3792,Beauty,Debit Card,24.04,No,No,55,Tablet,No,305.11,No
2974,5063,Clothing,UPI,31.09,No,No,20,Mobile,No,273.3,No
2975,2524,Home,Credit Card,26.56,No,No,54,Desktop,No,334.7,No
2976,9224,Home,Debit Card,72.36,No,No,39,Tablet,No,136.8,No
2977,7198,Electronics,UPI,38.84,No,No,50,Desktop,No,318.64,No
2978,5025,Sports,UPI,16.74,No,No,21,Desktop,No,231.08,No
2979,3566,Sports,Debit Card,60.36,No,No,27,Desktop,No,315.13,No
2980,3803,Clothing,UPI,207.07,No,No,3,Mobile,No,390.51,No
2981,4709,Beauty,UPI,84.53,No,No,25,Mobile,No,244.38,No
2982,7155,Sports,Debit Card,210.65,No,No,86,Tablet,No,419.67,No
2983,1719,Clothing,UPI,21.8,No,No,59,Desktop,No,125.92,No
2984,7516,Clothing,UPI,18.27,No,No,22,Mobile,No,454.38,No
2985,5579,Sports,Net Banking,85.7,No,No,40,Mobile,No,423.85,No
2986,1972,Clothing,Net Banking,62.24,No,No,57,Desktop,No,211.34,No
2987,4718,Electronics,Credit Card,107.93,No,No,7,Mobile,No,212.18,No
2988,8395,Electronics,Net Banking,158.29,No,No,95,Desktop,No,150.5,No
2989,5402,Sports,Net Banking,139.15,No,No,50,Mobile,No,392.14,No
2990,5552,Beauty,Credit Card,285.18,Yes,No,60,Desktop,No,266.96,No
2991,3207,Electronics,UPI,50.79,Yes,No,0,Mobile,No,259.62,No
2992,5426,Electronics,UPI,23.12,No,No,29,Mobile,No,187.72,No
2993,7919,Sports,Net Banking,80.05,No,No,91,Mobile,No,481.2,No
2994,9835,Home,Credit Card,11.74,No,No,16,Mobile,No,202.72,No
2995,9386,Clothing,UPI,34.09,No,No,22,Desktop,Yes,302.42,No
2996,9680,Electronics,Wallet,23.31,Yes,No,23,Tablet,Yes,321.6,No
2997,3204,Home,Debit Card,50.51,Yes,No,85,Tablet,No,260.13,No
2998,6345,Beauty,Debit Card,11.79,No,No,68,Mobile,Yes,239.91,No
2999,4276,Home,Debit Card,3.24,No,No,88,Tablet,No,263.07,No
3000,2102,Sports,Net Banking,106.94,No,Yes,51,Mobile,No,356.53,No
3001,6243,Beauty,Debit Card,94.22,No,No,70,Tablet,No,265.29,No
3002,7614,Beauty,Debit Card,123.22,No,No,57,Mobile,No,462.55,No
3003,9707,Home,Wallet,107.99,Yes,No,21,Tablet,No,222.3,No
3004,6223,Sports,UPI,12.14,No,No,58,Tablet,No,375.41,No
3005,9584,Electronics,Wallet,34.4,No,No,43,Mobile,Yes,124.36,No
3006,1630,Home,Net Banking,13.87,No,No,36,Tablet,No,222.31,No
3007,7683,Electronics,Debit Card,185.13,No,No,33,Mobile,No,218.37,No
3008,1277,Home,UPI,137.4,No,No,99,Tablet,No,189.61,No
3009,1232,Electronics,Debit Card,22.51,No,No,56,Desktop,No,328.35,No
3010,6690,Home,Debit Card,41.75,No,No,56,Desktop,No,288.98,No
3011,8659,Beauty,Net Banking,339.96,No,No,39,Desktop,No,72.12,No
3012,1025,Clothing,Debit Card,90.18,No,No,19,Mobile,Yes,499.55,No
3013,8468,Beauty,Credit Card,161.52,No,No,16,Mobile,Yes,317.6,No
3014,7410,Electronics,UPI,30.73,No,Yes,51,Mobile,No,300.12,No
3015,9652,Sports,UPI,23.58,No,Yes,3,Desktop,No,431.01,No
3016,4764,Beauty,Credit Card,153.21,No,No,62,Tablet,No,398.89,No
3017,7599,Clothing,Net Banking,115.8,No,No,49,Mobile,No,270.18,No
3018,6102,Electronics,Debit Card,114.25,No,No,81,Desktop,No,104.75,No
3019,8006,Beauty,Debit Card,80.44,No,No,91,Mobile,No,356.44,No
3020,4483,Home,UPI,82.91,No,No,49,Mobile,No,203.72,No
3021,2994,Sports,Net Banking,133.07,No,No,15,Tablet,No,423.93,No
3022,9682,Electronics,Net Banking,31.47,No,No,71,Mobile,No,222.38,No
3023,2072,Beauty,Net Banking,43.51,No,No,60,Mobile,No,254.81,No
3024,7707,Electronics,Debit Card,205.29,No,No,43,Tablet,No,165.68,No
3025,1215,Home,Net Banking,36.94,No,No,17,Mobile,No,173.77,No
3026,8605,Clothing,Credit Card,79.03,No,No,49,Mobile,No,289.09,No
3027,3606,Beauty,Wallet,121.28,Yes,No,92,Tablet,No,279.77,No
3028,9350,Electronics,Net Banking,949.57,No,No,79,Mobile,No,252.41,No
3029,5781,Electronics,Wallet,57.14,No,No,29,Mobile,No,505.3,No
3030,4313,Electronics,Debit Card,55.88,No,No,48,Desktop,No,360.36,No
3031,8763,Clothing,Net Banking,184.89,No,No,97,Tablet,No,301.02,No
3032,6939,Electronics,UPI,163.73,No,No,93,Desktop,No,24.27,No
3033,3295,Sports,Debit Card,131.33,No,No,20,Tablet,No,382.58,No
3034,6685,Sports,Credit Card,62.22,No,Yes,21,Mobile,No,599.45,No
3035,2696,Electronics,Credit Card,39.15,No,Yes,46,Desktop,No,281.2,No
3036,2946,Sports,Wallet,93.84,No,No,24,Desktop,No,218.95,No
3037,3783,Beauty,Wallet,208.93,Yes,No,85,Desktop,No,316.33,No
3038,4644,Sports,UPI,215.22,No,Yes,55,Desktop,No,156.86,No
3039,6241,Electronics,UPI,11.48,Yes,No,63,Tablet,Yes,346.21,No
3040,7420,Home,Credit Card,55.92,No,No,27,Mobile,No,450.02,No
3041,8557,Beauty,Net Banking,62.5,No,No,32,Mobile,No,232.91,No
3042,3645,Clothing,Credit Card,379.94,No,Yes,65,Desktop,No,236.14,No
3043,7589,Electronics,Credit Card,113.32,No,No,3,Mobile,Yes,292.03,No
3044,7353,Clothing,UPI,52.3,No,No,79,Mobile,No,249.88,No
3045,2932,Home,Wallet,2.64,No,No,11,Tablet,No,148.77,No
3046,2757,Clothing,UPI,83.33,No,No,16,Mobile,No,261.48,No
3047,6085,Electronics,UPI,10.1,No,No,35,Mobile,No,241.3,No
3048,6637,Electronics,UPI,179.85,No,Yes,15,Mobile,No,436.66,No
3049,2116,Home,Credit Card,139.64,No,No,22,Mobile,No,415.54,No
3050,1492,Electronics,Net Banking,61.71,No,No,71,Desktop,No,439.73,No
3051,9811,Home,Credit Card,56.07,No,Yes,8,Tablet,No,380.17,No
3052,8888,Home,Debit Card,227.63,No,No,77,Tablet,No,320.58,No
3053,7474,Electronics,UPI,34.03,No,No,54,Tablet,No,212.56,No
3054,5958,Sports,UPI,28.64,No,No,72,Mobile,No,432.61,No
3055,3743,Home,Debit Card,280.01,No,No,63,Desktop,No,334.78,No
3056,8866,Electronics,UPI,165.68,No,No,46,Tablet,Yes,175.2,No
3057,8160,Sports,UPI,171.83,No,Yes,89,Desktop,No,208.61,No
3058,6451,Home,UPI,21.72,No,No,99,Tablet,Yes,173.63,No
3059,6258,Sports,Debit Card,15.47,No,No,66,Desktop,No,94.8,No
3060,9548,Beauty,Credit Card,2.64,No,No,9,Mobile,No,338.85,No
3061,8186,Beauty,UPI,27.06,Yes,No,88,Mobile,No,176.21,No
3062,7102,Sports,Net Banking,148.81,No,No,3,Tablet,No,224.41,No
3063,1619,Home,Debit Card,27.45,No,No,29,Tablet,No,303.88,No
3064,1882,Electronics,Wallet,130.6,No,No,10,Tablet,No,281.21,No
3065,9988,Clothing,Debit Card,29.02,No,No,50,Mobile,No,228.66,No
3066,4642,Electronics,Credit Card,50.3,No,No,18,Mobile,No,451.89,No
3067,2296,Clothing,Debit Card,408.41,No,No,12,Tablet,No,147.33,No
3068,9436,Clothing,Wallet,28.08,No,No,56,Tablet,Yes,151.66,No
3069,3895,Home,Net Banking,47.22,No,No,99,Mobile,Yes,345.78,No
3070,7593,Sports,Wallet,35.82,No,No,2,Tablet,No,237.39,No
3071,1929,Electronics,Debit Card,11.61,No,No,77,Tablet,No,233.48,No
3072,6366,Sports,Wallet,67.31,No,No,73,Tablet,No,192.1,No
3073,9711,Beauty,Debit Card,47.59,No,No,37,Mobile,No,333.82,No
3074,4212,Home,Net Banking,118.71,No,No,26,Mobile,No,322.56,No
3075,3409,Home,Net Banking,170.15,No,No,87,Desktop,No,311.91,No
3076,9199,Beauty,Credit Card,78.58,Yes,No,79,Desktop,No,241.7,No
3077,4423,Electronics,Net Banking,3.27,No,No,9,Desktop,No,224.9,No
3078,7976,Beauty,UPI,96.48,No,No,52,Desktop,No,283.69,No
3079,8594,Electronics,Wallet,5.7,No,No,26,Tablet,No,396.65,No
3080,6158,Clothing,Wallet,95.8,No,No,6,Mobile,No,456.82,No
3081,4667,Home,Debit Card,115.53,No,No,91,Mobile,No,411.14,No
3082,6973,Electronics,Net Banking,22.04,No,No,89,Desktop,No,350.57,No
3083,7236,Sports,Credit Card,171.12,No,No,81,Tablet,No,398.22,No
3084,9277,Sports,Credit Card,242.01,No,No,12,Mobile,Yes,181.81,No
3085,3468,Home,Credit Card,167.71,No,No,71,Mobile,No,228.62,No
3086,7217,Beauty,UPI,36.4,No,No,90,Tablet,No,352.44,No
3087,4619,Beauty,Net Banking,88.34,No,No,59,Tablet,No,288.18,No
3088,2636,Electronics,Credit Card,246.29,No,No,13,Desktop,No,333.75,No
3089,9155,Beauty,UPI,38.66,Yes,No,43,Desktop,No,397.95,No
3090,4583,Home,Wallet,171.5,No,No,69,Tablet,No,382.4,No
3091,5009,Electronics,Debit Card,0.95,No,No,83,Mobile,Yes,190.9,No
3092,4326,Clothing,Net Banking,0.37,No,No,27,Tablet,No,301.18,No
3093,9148,Beauty,Net Banking,142.59,Yes,No,22,Tablet,No,207.92,No
3094,3217,Beauty,Wallet,143.32,Yes,No,11,Mobile,No,222.27,No
3095,5967,Electronics,Net Banking,155.58,No,No,23,Mobile,No,128.91,No
3096,3369,Sports,Net Banking,265.96,No,No,50,Desktop,No,313.36,No
3097,4638,Beauty,Net Banking,12.55,No,No,21,Tablet,Yes,121.52,No
3098,6722,Home,Net Banking,26.39,Yes,No,61,Desktop,No,339.41,No
3099,5444,Beauty,UPI,234.05,No,No,25,Tablet,No,435.84,No
3100,8618,Clothing,UPI,19.51,No,No,85,Tablet,Yes,353.03,No
3101,4947,Beauty,Debit Card,114.64,Yes,No,57,Mobile,No,305.19,No
3102,2676,Sports,Net Banking,75.6,No,No,70,Tablet,No,453.44,No
3103,2196,Beauty,Wallet,8.69,No,No,14,Tablet,No,332.74,No
3104,3787,Electronics,Credit Card,33.58,No,No,93,Mobile,No,213.73,No
3105,8432,Beauty,Debit Card,73.47,No,No,67,Mobile,No,312.51,No
3106,8927,Sports,Credit Card,191.29,No,No,5,Mobile,No,495.97,No
3107,4318,Electronics,Credit Card,122.94,No,No,1,Tablet,No,190.74,No
3108,9858,Home,Net Banking,97.26,No,No,30,Mobile,No,161.99,No
3109,7689,Electronics,Wallet,68.52,No,No,23,Tablet,No,361.49,No
3110,3176,Clothing,Credit Card,35.48,No,No,34,Desktop,Yes,277.59,No
3111,4743,Electronics,Credit Card,12.7,Yes,No,46,Mobile,No,246.8,No
3112,9792,Home,Debit Card,52.61,No,No,30,Desktop,No,174.08,No
3113,5422,Beauty,Wallet,2.89,No,No,88,Desktop,No,104.99,No
3114,4824,Electronics,Wallet,23.71,No,No,71,Mobile,No,154.36,No
3115,3451,Electronics,Credit Card,56.65,No,No,75,Mobile,No,461.49,No
3116,1628,Electronics,Wallet,54.23,Yes,No,1,Tablet,No,299.11,No
3117,8778,Electronics,Debit Card,4.53,No,No,78,Mobile,No,103.76,No
3118,4696,Home,Debit Card,88.93,No,No,58,Desktop,No,418.41,No
3119,4674,Sports,Debit Card,79.78,No,No,95,Desktop,No,423.48,No
3120,4929,Sports,Net Banking,8.13,No,No,62,Desktop,No,422.92,No
3121,3765,Electronics,Credit Card,286.76,No,No,74,Tablet,No,257.75,No
3122,5369,Home,Wallet,10.47,No,No,16,Tablet,No,273.12,No
3123,9307,Home,Debit Card,192.99,No,No,53,Mobile,No,313.76,No
3124,5956,Electronics,Credit Card,0.03,No,No,20,Mobile,No,440.1,No
3125,1692,Clothing,Credit Card,213.95,No,No,21,Mobile,No,244.51,No
3126,4162,Electronics,Net Banking,1.99,Yes,No,96,Desktop,No,224.56,No
3127,2105,Clothing,Wallet,141.8,No,No,54,Desktop,No,369.57,No
3128,4008,Electronics,Wallet,44.89,No,Yes,28,Desktop,No,420.93,No
3129,3161,Clothing,Debit Card,134.02,Yes,No,78,Mobile,Yes,294.72,No
3130,9345,Clothing,Debit Card,51.37,No,No,20,Mobile,No,367.04,No
3131,4699,Electronics,Credit Card,7.35,No,No,1,Desktop,No,311.24,No
3132,4786,Clothing,Wallet,145.89,No,No,41,Mobile,No,274.88,No
3133,5200,Beauty,Wallet,7.39,No,No,51,Tablet,No,217.07,No
3134,2913,Sports,Debit Card,255.26,No,No,37,Mobile,No,184.61,No
3135,6520,Home,UPI,5.23,Yes,No,2,Desktop,No,238.52,No
3136,2772,Clothing,Credit Card,65.26,No,No,24,Mobile,No,202.39,No
3137,3780,Clothing,Wallet,128.39,No,Yes,76,Tablet,Yes,328.35,Yes
3138,8423,Home,Net Banking,49.96,No,No,87,Desktop,No,421.75,No
3139,3871,Clothing,Net Banking,24.49,No,No,61,Mobile,Yes,320.4,No
3140,1660,Home,UPI,142.33,No,No,94,Mobile,No,207.93,No
3141,7242,Electronics,Debit Card,153.38,No,No,14,Mobile,No,385.54,No
3142,2132,Beauty,Debit Card,256,No,No,69,Mobile,No,329.69,No
3143,1699,Beauty,Debit Card,47.19,No,No,9,Tablet,No,349.48,No
3144,8470,Sports,Net Banking,70.57,No,No,72,Mobile,No,248.06,No
3145,7297,Clothing,Debit Card,45.12,No,No,68,Mobile,No,413.34,No
3146,8812,Sports,Net Banking,29.72,No,No,43,Desktop,No,412.83,No
3147,5557,Electronics,UPI,139.04,No,No,40,Tablet,Yes,281.59,No
3148,3179,Beauty,Credit Card,41.5,Yes,No,82,Desktop,No,371.85,No
3149,9275,Electronics,Wallet,55.89,No,No,19,Tablet,No,410.15,No
3150,2422,Electronics,UPI,51.7,No,Yes,96,Mobile,No,253.46,No
3151,4180,Clothing,Net Banking,124.71,No,No,36,Tablet,Yes,291.88,No
3152,5316,Electronics,UPI,249.85,No,No,94,Desktop,Yes,307.98,No
3153,7696,Beauty,Wallet,109.89,No,Yes,38,Mobile,No,190.22,No
3154,1614,Sports,Credit Card,63.79,No,No,76,Desktop,No,344.17,No
3155,5570,Beauty,Wallet,151.05,No,No,69,Desktop,No,402.25,No
3156,1270,Clothing,Net Banking,102.44,No,No,7,Tablet,Yes,285.61,No
3157,3468,Beauty,Wallet,6.25,No,No,42,Mobile,No,333.99,No
3158,4607,Home,UPI,10.06,No,No,9,Desktop,No,439.86,No
3159,4075,Sports,Debit Card,3.87,No,No,40,Desktop,No,259.48,No
3160,1289,Home,UPI,61.03,No,No,3,Tablet,No,336.03,No
3161,9120,Home,Net Banking,174.79,No,No,77,Desktop,No,243.02,No
3162,7614,Clothing,Credit Card,37.55,No,No,3,Mobile,No,240.29,No
3163,4252,Electronics,Wallet,48.48,No,No,23,Mobile,Yes,334.19,No
3164,8415,Home,Credit Card,240.22,No,No,20,Tablet,No,324.14,No
3165,7771,Beauty,Net Banking,181.34,No,No,9,Desktop,No,355.51,No
3166,1278,Electronics,Wallet,109.38,Yes,No,45,Tablet,No,307.62,No
3167,1580,Beauty,UPI,31.03,Yes,No,88,Tablet,No,346.51,No
3168,5958,Beauty,UPI,12.45,No,No,69,Desktop,No,466.55,No
3169,9445,Electronics,Net Banking,1.62,No,No,79,Mobile,Yes,405.99,No
3170,5276,Electronics,Wallet,11.32,No,No,43,Tablet,No,333.84,No
3171,8997,Beauty,UPI,34.62,No,No,91,Mobile,Yes,350.49,No
3172,5776,Clothing,Net Banking,80.25,No,No,99,Mobile,No,270.11,No
3173,1824,Sports,Net Banking,6.61,No,No,32,Desktop,No,284.08,No
3174,4832,Sports,Credit Card,14.64,No,No,93,Desktop,No,349.25,No
3175,9891,Clothing,UPI,19.98,Yes,No,35,Mobile,No,308.77,No
3176,6445,Electronics,Wallet,99.96,Yes,No,24,Mobile,No,379.3,No
3177,2380,Beauty,UPI,95.66,No,No,12,Mobile,No,426.71,No
3178,7534,Sports,UPI,80.02,No,No,38,Tablet,No,289.82,No
3179,4156,Beauty,UPI,28.84,No,No,78,Mobile,No,99.08,No
3180,5307,Clothing,Net Banking,46.38,No,No,37,Tablet,No,503.42,No
